variant_id,category_id,rationale,structural_distance_to_category_medoid,nearest_other_category_id,nearest_other_category_structural_distance,profile_distance_to_category_medoid,nearest_other_category_profile_distance
V0001,,The narrative stops at ER Sepsis Triage and does not involve admission to a ward.,,admission_nc,2.0,,0.3891150653362274
V0002,,The process ends at CRP diagnostics without reaching any ward admission stage.,,admission_nc,1.0,,0.37631967663764954
V0003,,The process finishes at Leucocytes and contains no admission activity.,,admission_nc,2.0,,0.3832360804080963
V0004,,"The trace concludes at IV Antibiotics in the emergency context, with no ward admission.",,admission_nc,1.0,,0.0398164764046669
V0005,,The trace ends after LacticAcid diagnostics without inpatient admission.,,admission_nc,1.0,,0.37761950492858887
V0006,,"Contains emergency interventions ending with IV Antibiotics, lacking an admission event.",,admission_nc,2.0,,0.017360536381602287
V0007,,Consists of emergency steps and IV Antibiotics without any ward admission activity.,,admission_nc,1.0,,0.010318686254322529
V0008,admission_nc,The patient is admitted to a non-critical inpatient ward via 'Admission NC'.,7.0,admission_ic,3.0,0.36189985275268555,0.33436235785484314
V0009,,"Only emergency and diagnostic procedures are performed, without an admission.",,admission_nc,2.0,,0.02844727225601673
V0010,,Diagnostic and triage steps only; no inpatient ward admission is present.,,admission_nc,2.0,,0.3388270139694214
V0011,,Treatment remains in the emergency/outpatient phase ending with IV Antibiotics.,,admission_nc,1.0,,0.013468634337186813
V0012,,Involves acute tests and IV treatment without an admission step.,,admission_nc,2.0,,0.07379884272813797
V0013,,Diagnostic sequence ending at Leucocytes without hospital admission.,,admission_nc,3.0,,0.367016464471817
V0014,admission_nc,Includes the 'Admission NC' activity representing non-critical ward admission.,6.0,admission_ic,4.0,0.3577549159526825,0.333757609128952
V0015,admission_nc,"Features 'Admission NC', successfully realizing non-critical ward admission.",5.0,admission_ic,4.0,0.03566834703087807,0.12278217077255249
V0016,admission_nc,Realizes non-critical ward admission through the explicit 'Admission NC' activity.,5.0,admission_ic,4.0,0.023234130814671516,0.11187426000833511
V0017,,"Emergency triage and basic labs only, with no ward admission.",,admission_nc,2.0,,0.36712613701820374
V0018,admission_nc,Patient is admitted to a non-critical inpatient ward via 'Admission NC'.,7.0,admission_ic,4.0,0.3568616807460785,0.3338022530078888
V0019,,Emergency workup and antibiotics without ward admission.,,admission_nc,3.0,,0.028952397406101227
V0020,,"Emergency diagnostics and treatment finishing at CRP, without admission.",,admission_nc,3.0,,0.3788929879665375
V0021,admission_nc,Includes 'Admission NC' prior to release and a later return to the ER.,5.0,admission_ic,6.0,0.3730107843875885,0.11683540791273117
V0022,admission_nc,Realizes non-critical ward admission through the 'Admission NC' step.,6.0,admission_ic,4.0,0.3563199043273926,0.3343440592288971
V0023,admission_nc,"Contains 'Admission NC', indicating admission to a non-critical inpatient ward.",6.0,admission_ic,6.0,0.37762269377708435,0.11678526550531387
V0024,admission_nc,The trace culminates directly in 'Admission NC'.,7.0,admission_ic,4.0,0.79412841796875,0.700086772441864
V0025,,"Acute care steps only, ending in IV Antibiotics without an admission.",,admission_nc,2.0,,0.01594679243862629
V0026,admission_nc,Includes 'Admission NC' before subsequent release and return.,7.0,admission_ic,5.0,0.5199500918388367,0.22407883405685425
V0027,,Emergency assessment and treatment only; no admission event.,,admission_nc,3.0,,0.011120502837002277
V0028,admission_nc,Features 'Admission NC' for the inpatient stay portion of the trace.,5.0,admission_ic,5.0,0.4048873484134674,0.1115245446562767
V0029,,"Emergency diagnostics ending with Leucocytes, lacking ward admission.",,admission_nc,2.0,,0.36965814232826233
V0030,admission_nc,"Includes 'Admission NC', realizing non-critical ward admission.",5.0,admission_ic,5.0,0.024563884362578392,0.11167770624160767
V0031,,Emergency lab tests and acute treatment without ward admission.,,admission_nc,3.0,,0.3540477454662323
V0032,admission_nc,Contains 'Admission NC' reflecting non-critical inpatient admission.,5.0,admission_ic,5.0,0.35336101055145264,0.11289012432098389
V0033,admission_nc,Realizes non-critical ward admission via the 'Admission NC' activity.,7.0,admission_ic,6.0,0.5885335206985474,0.22583316266536713
V0034,,Emergency care pathway ending in IV Liquid without admission.,,admission_nc,2.0,,0.01565026491880417
V0035,admission_nc,Includes 'Admission NC' representing a non-critical ward stay.,4.0,admission_ic,4.0,0.0025110591668635607,0.11212173849344254
V0036,,"Emergency assessment and blood tests only, with no ward admission.",,admission_nc,3.0,,0.38420066237449646
V0037,admission_nc,Proceeds through 'Admission NC' before final release.,8.0,admission_ic,4.0,0.6988272070884705,0.3478574752807617
V0038,,Emergency treatment sequence ending at IV Antibiotics without admission.,,admission_nc,3.0,,0.012487771920859814
V0039,admission_nc,Contains 'Admission NC' activities representing non-critical ward admission.,4.0,admission_ic,6.0,0.11471235752105713,0.08835064619779587
V0040,admission_nc,"Concludes with 'Admission NC', realizing non-critical ward admission.",7.0,admission_ic,3.0,0.7805387377738953,0.686497151851654
V0041,admission_nc,Includes repeated 'Admission NC' steps for the non-critical ward stay.,5.0,admission_ic,4.0,0.13836026191711426,0.08362168818712234
V0042,admission_nc,Features 'Admission NC' for the inpatient phase of care.,4.0,admission_ic,5.0,0.02587503381073475,0.11298885196447372
V0043,,Emergency laboratory workup ending at LacticAcid without admission.,,admission_nc,2.0,,0.36644890904426575
V0044,admission_nc,Realizes non-critical ward admission through the 'Admission NC' activity.,4.0,admission_ic,3.0,0.028955580666661263,0.11606939882040024
V0045,admission_nc,Includes 'Admission NC' prior to release and subsequent ER return.,7.0,admission_ic,4.0,0.7144916653633118,0.3354717791080475
V0046,admission_nc,Contains 'Admission NC' indicating admission to a non-critical inpatient ward.,5.0,admission_ic,6.0,0.010306290350854397,0.11155546456575394
V0047,admission_nc,Features an 'Admission NC' activity leading towards release.,6.0,admission_ic,4.0,0.37708672881126404,0.34954917430877686
V0048,admission_nc,Realizes non-critical ward admission via 'Admission NC'.,5.0,admission_ic,4.0,0.012953873723745346,0.11304154247045517
