variant_id,category_id,rationale,structural_distance_to_category_medoid,nearest_other_category_id,nearest_other_category_structural_distance,profile_distance_to_category_medoid,nearest_other_category_profile_distance
V0001,,"This narrative ends at ER Sepsis Triage without any admission or discharge pathway, so it does not realize any of the release categories.",,release_a,2.0,,0.3996862471103668
V0002,,This narrative terminates at CRP testing in the ER without reaching an inpatient admission or discharge pathway.,,release_a,2.0,,0.3868909180164337
V0003,,This narrative ends with Leucocytes testing in the ER and does not involve admission or release.,,release_a,2.0,,0.3938073217868805
V0004,,This variant concludes with IV Antibiotics administration in the ER without proceeding to admission or discharge.,,release_a,2.0,,0.3561701476573944
V0005,,This narrative terminates with LacticAcid testing in the emergency department and does not involve admission or release.,,release_a,2.0,,0.38819071650505066
V0006,,The process ends with IV Antibiotics in the ER and does not progress to an inpatient admission and subsequent release.,,release_b,2.0,,0.33371415734291077
V0007,,This narrative stops at IV Antibiotics in the emergency department without any admission or release activities.,,release_b,2.0,,0.33662155270576477
V0008,release_a,"This narrative includes an admission (Admission NC) and culminates in Release A, matching the standard release pathway.",7.0,release_b,2.0,0.36371123790740967,0.3369273245334625
V0009,,This narrative concludes with IV Antibiotics in the ER and does not include an admission or release outcome.,,release_a,2.0,,0.3448009192943573
V0010,,This variant loops back to ER Sepsis Triage and does not result in an inpatient admission or release.,,release_a,2.0,,0.3493982255458832
V0011,,The process finishes with IV Antibiotics in the ER without progressing to admission or discharge steps.,,release_b,2.0,,0.3334716260433197
V0012,,This narrative concludes with IV Antibiotics in the emergency department and lacks admission or release events.,,release_a,2.0,,0.3901524841785431
V0013,,This variant ends at Leucocytes in the ER and does not reach an admission or discharge pathway.,,release_a,3.0,,0.3775876760482788
V0014,release_a,"The patient is admitted (Admission NC) and subsequently discharged via Release A, representing the standard release pathway.",8.0,release_b,2.0,0.35956624150276184,0.34107232093811035
V0015,release_a,"This variant shows an inpatient admission followed by Release A, corresponding to the standard release pathway.",4.0,release_b,3.0,0.037479717284440994,0.34168222546577454
V0016,release_a,"Following inpatient admission (Admission NC), the patient is released via Release A, matching the standard release pathway.",2.0,release_b,3.0,0.025045499205589294,0.3370905816555023
V0017,,This narrative ends at ER Sepsis Triage and does not involve any admission or discharge activities.,,release_a,3.0,,0.3776973485946655
V0018,release_a,"The narrative includes admission followed by Release A, satisfying the standard release pathway.",6.0,release_c,3.0,0.3586730659008026,0.34196552634239197
V0019,,This process concludes with IV Antibiotics in the ER without proceeding to admission or discharge.,,release_a,3.0,,0.34530603885650635
V0020,,This narrative ends with CRP testing in the ER and lacks admission or release events.,,release_a,3.0,,0.38946422934532166
V0021,release_a,"The patient is admitted and discharged via Release A before experiencing a return to the ER, aligning with the standard release pathway.",5.0,release_b,4.0,0.3711993992328644,0.005273167043924332
V0022,release_a,"This narrative involves an inpatient admission followed by Release A, matching the standard release pathway.",6.0,release_c,1.0,0.3581312596797943,0.34250733256340027
V0023,release_a,"The patient undergoes admission and standard release (Release A) prior to a return to the ER, fitting the standard release pathway.",8.0,release_c,4.0,0.3758113384246826,0.009885069914162159
V0024,,This narrative terminates at Admission NC and does not reach a discharge/release activity.,,release_a,2.0,,0.004364368971437216
V0025,,This variant ends with IV Antibiotics in the emergency department without any admission or release events.,,release_a,2.0,,0.33436623215675354
V0026,release_a,The narrative concludes with Release A for an admitted case.,4.0,release_d,4.0,0.5181387066841125,0.1811208873987198
V0027,,The narrative ends at IV Antibiotics without reaching a discharge pathway.,,release_b,3.0,,0.3358197510242462
V0028,release_a,The narrative includes admission and concludes via Release A.,5.0,release_b,2.0,0.40307602286338806,0.007231835275888443
V0029,,The narrative terminates at Leucocytes without reaching a discharge event.,,release_b,2.0,,0.3802293837070465
V0030,release_a,The narrative shows an admission followed by Release A.,4.0,release_e,4.0,0.02637525089085102,0.3360888957977295
V0031,,The narrative terminates at LacticAcid without an admission or discharge event.,,release_b,3.0,,0.3646189868450165
V0032,release_a,The narrative concludes with Release A following admission.,4.0,release_c,5.0,0.3515496551990509,0.01437660213559866
V0033,release_a,The narrative involves admission and concludes with Release A.,6.0,release_d,4.0,0.5867221355438232,0.16679668426513672
V0034,,The narrative ends at IV Liquid without reaching a discharge pathway.,,release_a,2.0,,0.33619096875190735
V0035,release_a,The narrative contains an admission and terminates with Release A.,1.0,release_c,2.0,0.004322426859289408,0.3336624205112457
V0036,,The narrative terminates at CRP without reaching a discharge pathway.,,release_b,3.0,,0.39477190375328064
V0037,release_b,The narrative explicitly concludes with Release B after admission.,5.0,release_a,1.0,0.3478574752807617,0.33376121520996094
V0038,,The narrative ends at IV Antibiotics and does not reach a discharge event.,,release_a,3.0,,0.33445248007774353
V0039,release_a,The narrative includes admission and concludes with Release A.,4.0,release_b,4.0,0.11652372032403946,0.33401814103126526
V0040,,The narrative terminates at Admission NC without reaching a discharge outcome.,,release_b,1.0,,0.009225305169820786
V0041,release_a,The narrative ends with Release A after an inpatient stay.,2.0,release_c,3.0,0.14017163217067719,0.3335843086242676
V0042,release_a,The narrative concludes with Release A following admission.,4.0,release_b,3.0,0.027686402201652527,0.33477774262428284
V0043,,The narrative terminates at LacticAcid without any admission or release activities.,,release_a,2.0,,0.37702012062072754
V0044,release_a,The narrative concludes with Release A following admission.,4.0,release_b,3.0,0.03076694905757904,0.3349694311618805
V0045,release_a,The narrative includes admission and terminates via Release A prior to ER return.,8.0,release_d,3.0,0.7126803398132324,0.3396390676498413
V0046,release_a,The narrative involves admission and ends with Release A.,4.0,release_c,4.0,0.0121176578104496,0.3337673246860504
V0047,release_a,The narrative includes admission and concludes with Release A.,6.0,release_c,3.0,0.3788980543613434,0.33553382754325867
V0048,release_a,The narrative shows an inpatient stay ending with Release A.,2.0,release_d,2.0,0.01476524118334055,0.33444809913635254
V0049,release_a,The narrative includes admission and concludes with Release A prior to ER return.,7.0,release_d,6.0,0.4271663427352905,0.007240867242217064
V0050,,The narrative ends at CRP without reaching an admission or discharge pathway.,,release_a,3.0,,0.38090047240257263
V0051,release_a,Standard admission path ending in Release A.,3.0,release_c,3.0,0.12883494794368744,0.3335767686367035
V0052,release_a,"Discharged with Release A, followed by ER return.",3.0,release_d,3.0,0.40423107147216797,0.007688228040933609
V0053,release_a,Standard direct admission and Release A.,9.0,release_b,4.0,0.3818012475967407,0.3340359926223755
V0054,release_a,Standard inpatient stay ending in Release A.,5.0,release_d,4.0,0.3766789734363556,0.010752740316092968
V0055,release_a,Standard inpatient admission path with repeated checks and Release A.,3.0,release_c,4.0,0.49952784180641174,0.016950344666838646
V0056,,"Variant ends in IV Antibiotics, not a release outcome.",,release_a,3.0,,0.3599989414215088
V0057,release_a,Standard admission and Release A pathway.,4.0,release_b,3.0,0.37946996092796326,0.33496198058128357
V0058,release_a,Standard admission and Release A pathway.,8.0,release_b,3.0,0.3742246627807617,0.33370938897132874
V0059,release_a,Standard admission and Release A pathway with repeated labs.,2.0,release_d,3.0,0.03518933430314064,0.339391827583313
V0060,release_a,Inpatient care ending in Release A before ER return.,6.0,release_b,5.0,0.4137488603591919,0.0018295705085620284
V0061,release_a,Standard inpatient treatment ending in Release A.,4.0,release_d,2.0,0.00614656088873744,0.33482837677001953
V0062,,Variant terminates at IV Antibiotics without a release activity.,,release_a,2.0,,0.33633720874786377
V0063,release_a,Extensive lab monitoring during admission followed by Release A.,12.0,release_b,6.0,0.006069190334528685,0.33602777123451233
V0064,release_a,Inpatient pathway ending in Release A.,6.0,release_b,4.0,0.18228580057621002,0.3362339437007904
V0065,release_a,Readmission to NC and eventual Release A.,3.0,release_c,3.0,0.12505485117435455,0.3368700444698334
V0066,release_a,Standard admission and Release A pathway.,6.0,release_b,2.0,0.38226091861724854,0.3344956636428833
V0067,release_a,Standard admission and Release A pathway.,6.0,release_b,3.0,0.008339149877429008,0.33353617787361145
V0068,release_b,Involves intensive care admission (Admission IC) matching Release B alternative discharge pathway criteria.,5.0,release_a,4.0,0.0,0.33354225754737854
