scope,scope_kind,category_name,indicator_id,indicator_name,unit,measured_value,satisfaction,target,threshold,worst,one_sided,provenance,n_cases,n_measured,n_not_applicable,n_no_start,n_no_end,coverage,source
__baseline__,baseline,,112,Time to fine dispatch (days),days,87.51452024451775,4,30.0,90.0,360.0,False,statutory,150370,103987,0,0,46383,0.6915,"threshold 90 d and worst 360 d: Art. 201 D.Lgs. 285/1992 (ordinary notification term; extended term for parties resident abroad). target 30 d: L. 241/1990 art. 2 c.2, the default term for concluding an administrative proceeding, applied by analogy as an operational aspiration -- the specific term in Art. 201 is what binds."
__baseline__,baseline,,113,"Time to appeal filing, Prefecture (days)",days,48.58478898249091,100,60.0,60.0,120.0,True,statutory,150370,4036,146182,145,7,0.9637,"threshold 60 d: Art. 203 D.Lgs. 285/1992, the window for a ricorso al Prefetto; corroborated by the Delay Prefecture' < 60 days guard in Mannhardt et al. (2016, Fig. 8). target == threshold because an admissibility window is a boundary, not a gradient. worst 120 d illustrative (2x the window)."
__baseline__,baseline,,175,"Time to appeal filing, Judge (days)",days,95.89304522924411,-100,30.0,30.0,60.0,True,statutory,150370,538,149815,17,0,0.9694,"threshold 30 d: Art. 204-bis D.Lgs. 285/1992, the window for a ricorso al Giudice di Pace -- half the Prefecture window, which v1.1 collapsed into a single 60-day indicator taken from Mannhardt et al. (2016, Fig. 8)'s Delay Judge' guard rather than from the statute. worst 60 d illustrative (2x)."
__baseline__,baseline,,114,Average time to case closure (days),days,378.7230786161043,-100,150.0,180.0,365.0,False,external-by-analogy,150370,126840,0,0,23530,0.8435,"threshold 180 d: L. 241/1990 art. 2, which caps any administrative proceeding's term at 180 days. target 150 d: Art. 201's 90-day notification term plus Art. 203's 60-day payment/appeal window, i.e. the earliest lawful completion of an uncontested case. worst 365 d illustrative. Replaces v1.1's acknowledged invented placeholder."
timely_payment,category,Resolve via timely payment,112,Time to fine dispatch (days),days,87.53066084540583,4,30.0,90.0,360.0,False,statutory,66527,20156,0,0,46371,0.303,"threshold 90 d and worst 360 d: Art. 201 D.Lgs. 285/1992 (ordinary notification term; extended term for parties resident abroad). target 30 d: L. 241/1990 art. 2 c.2, the default term for concluding an administrative proceeding, applied by analogy as an operational aspiration -- the specific term in Art. 201 is what binds."
timely_payment,category,Resolve via timely payment,113,"Time to appeal filing, Prefecture (days)",days,39.73130341880342,100,60.0,60.0,120.0,True,statutory,66527,78,66443,3,3,0.9286,"threshold 60 d: Art. 203 D.Lgs. 285/1992, the window for a ricorso al Prefetto; corroborated by the Delay Prefecture' < 60 days guard in Mannhardt et al. (2016, Fig. 8). target == threshold because an admissibility window is a boundary, not a gradient. worst 120 d illustrative (2x the window)."
timely_payment,category,Resolve via timely payment,175,"Time to appeal filing, Judge (days)",days,99.41176470588235,-100,30.0,30.0,60.0,True,statutory,66527,17,66510,0,0,1.0,"threshold 30 d: Art. 204-bis D.Lgs. 285/1992, the window for a ricorso al Giudice di Pace -- half the Prefecture window, which v1.1 collapsed into a single 60-day indicator taken from Mannhardt et al. (2016, Fig. 8)'s Delay Judge' guard rather than from the statute. worst 60 d illustrative (2x)."
timely_payment,category,Resolve via timely payment,114,Average time to case closure (days),days,103.8315138966134,100,150.0,180.0,365.0,False,external-by-analogy,66527,66527,0,0,0,1.0,"threshold 180 d: L. 241/1990 art. 2, which caps any administrative proceeding's term at 180 days. target 150 d: Art. 201's 90-day notification term plus Art. 203's 60-day payment/appeal window, i.e. the earliest lawful completion of an uncontested case. worst 365 d illustrative. Replaces v1.1's acknowledged invented placeholder."
administrative_appeal_prefecture,category,Resolve via administrative appeal to the Prefecture,112,Time to fine dispatch (days),days,90.08700485044463,0,30.0,90.0,360.0,False,statutory,3711,3711,0,0,0,1.0,"threshold 90 d and worst 360 d: Art. 201 D.Lgs. 285/1992 (ordinary notification term; extended term for parties resident abroad). target 30 d: L. 241/1990 art. 2 c.2, the default term for concluding an administrative proceeding, applied by analogy as an operational aspiration -- the specific term in Art. 201 is what binds."
administrative_appeal_prefecture,category,Resolve via administrative appeal to the Prefecture,113,"Time to appeal filing, Prefecture (days)",days,49.91547418630752,100,60.0,60.0,120.0,True,statutory,3711,3564,10,134,3,0.963,"threshold 60 d: Art. 203 D.Lgs. 285/1992, the window for a ricorso al Prefetto; corroborated by the Delay Prefecture' < 60 days guard in Mannhardt et al. (2016, Fig. 8). target == threshold because an admissibility window is a boundary, not a gradient. worst 120 d illustrative (2x the window)."
administrative_appeal_prefecture,category,Resolve via administrative appeal to the Prefecture,175,"Time to appeal filing, Judge (days)",days,157.11458333333331,-100,30.0,30.0,60.0,True,statutory,3711,8,3703,0,0,1.0,"threshold 30 d: Art. 204-bis D.Lgs. 285/1992, the window for a ricorso al Giudice di Pace -- half the Prefecture window, which v1.1 collapsed into a single 60-day indicator taken from Mannhardt et al. (2016, Fig. 8)'s Delay Judge' guard rather than from the statute. worst 60 d illustrative (2x)."
administrative_appeal_prefecture,category,Resolve via administrative appeal to the Prefecture,114,Average time to case closure (days),days,351.4759485094851,-92,150.0,180.0,365.0,False,external-by-analogy,3711,615,0,0,3096,0.1657,"threshold 180 d: L. 241/1990 art. 2, which caps any administrative proceeding's term at 180 days. target 150 d: Art. 201's 90-day notification term plus Art. 203's 60-day payment/appeal window, i.e. the earliest lawful completion of an uncontested case. worst 365 d illustrative. Replaces v1.1's acknowledged invented placeholder."
judicial_appeal_judge,category,Resolve via judicial appeal to the Judge,112,Time to fine dispatch (days),days,95.58152173913044,-2,30.0,90.0,360.0,False,statutory,529,529,0,0,0,1.0,"threshold 90 d and worst 360 d: Art. 201 D.Lgs. 285/1992 (ordinary notification term; extended term for parties resident abroad). target 30 d: L. 241/1990 art. 2 c.2, the default term for concluding an administrative proceeding, applied by analogy as an operational aspiration -- the specific term in Art. 201 is what binds."
judicial_appeal_judge,category,Resolve via judicial appeal to the Judge,113,"Time to appeal filing, Prefecture (days)",days,35.916666666666664,100,60.0,60.0,120.0,True,statutory,529,160,362,6,1,0.9581,"threshold 60 d: Art. 203 D.Lgs. 285/1992, the window for a ricorso al Prefetto; corroborated by the Delay Prefecture' < 60 days guard in Mannhardt et al. (2016, Fig. 8). target == threshold because an admissibility window is a boundary, not a gradient. worst 120 d illustrative (2x the window)."
judicial_appeal_judge,category,Resolve via judicial appeal to the Judge,175,"Time to appeal filing, Judge (days)",days,95.00496419270833,-100,30.0,30.0,60.0,True,statutory,529,512,0,17,0,0.9679,"threshold 30 d: Art. 204-bis D.Lgs. 285/1992, the window for a ricorso al Giudice di Pace -- half the Prefecture window, which v1.1 collapsed into a single 60-day indicator taken from Mannhardt et al. (2016, Fig. 8)'s Delay Judge' guard rather than from the statute. worst 60 d illustrative (2x)."
judicial_appeal_judge,category,Resolve via judicial appeal to the Judge,114,Average time to case closure (days),days,713.925,-100,150.0,180.0,365.0,False,external-by-analogy,529,480,0,0,49,0.9074,"threshold 180 d: L. 241/1990 art. 2, which caps any administrative proceeding's term at 180 days. target 150 d: Art. 201's 90-day notification term plus Art. 203's 60-day payment/appeal window, i.e. the earliest lawful completion of an uncontested case. worst 365 d illustrative. Replaces v1.1's acknowledged invented placeholder."
merged_closure,category,Merged resolution,112,Time to fine dispatch (days),days,88.44089147286822,2,30.0,90.0,360.0,False,statutory,55,43,0,0,12,0.7818,"threshold 90 d and worst 360 d: Art. 201 D.Lgs. 285/1992 (ordinary notification term; extended term for parties resident abroad). target 30 d: L. 241/1990 art. 2 c.2, the default term for concluding an administrative proceeding, applied by analogy as an operational aspiration -- the specific term in Art. 201 is what binds."
merged_closure,category,Merged resolution,113,"Time to appeal filing, Prefecture (days)",days,1.0,100,60.0,60.0,120.0,True,statutory,55,1,52,2,0,0.3333,"threshold 60 d: Art. 203 D.Lgs. 285/1992, the window for a ricorso al Prefetto; corroborated by the Delay Prefecture' < 60 days guard in Mannhardt et al. (2016, Fig. 8). target == threshold because an admissibility window is a boundary, not a gradient. worst 120 d illustrative (2x the window)."
merged_closure,category,Merged resolution,175,"Time to appeal filing, Judge (days)",days,1.0,100,30.0,30.0,60.0,True,statutory,55,1,54,0,0,1.0,"threshold 30 d: Art. 204-bis D.Lgs. 285/1992, the window for a ricorso al Giudice di Pace -- half the Prefecture window, which v1.1 collapsed into a single 60-day indicator taken from Mannhardt et al. (2016, Fig. 8)'s Delay Judge' guard rather than from the statute. worst 60 d illustrative (2x)."
merged_closure,category,Merged resolution,114,Average time to case closure (days),days,412.7348484848485,-100,150.0,180.0,365.0,False,external-by-analogy,55,55,0,0,0,1.0,"threshold 180 d: L. 241/1990 art. 2, which caps any administrative proceeding's term at 180 days. target 150 d: Art. 201's 90-day notification term plus Art. 203's 60-day payment/appeal window, i.e. the earliest lawful completion of an uncontested case. worst 365 d illustrative. Replaces v1.1's acknowledged invented placeholder."
