variant_id,category_id,rationale,structural_distance_to_category_medoid,nearest_other_category_id,nearest_other_category_structural_distance,profile_distance_to_category_medoid,nearest_other_category_profile_distance
V0001,,This narrative ends at ER Sepsis Triage and does not reach any discharge pathway.,,release_a,2.0,,0.3996862471103668
V0002,,This narrative ends at CRP testing in the ER and does not reach a discharge pathway.,,release_a,2.0,,0.3868909180164337
V0003,,This narrative ends at Leucocytes testing in the ER without reaching a discharge pathway.,,release_a,2.0,,0.3938073217868805
V0004,,This narrative ends at IV Antibiotics administration in the ER and does not reach a discharge pathway.,,release_a,2.0,,0.3561701476573944
V0005,,This narrative terminates at LacticAcid testing in the ER and does not reach any discharge pathway.,,release_a,2.0,,0.38819071650505066
V0006,,This narrative ends at IV Antibiotics administration within the ER and lacks a discharge pathway.,,release_b,2.0,,0.33371415734291077
V0007,,This narrative ends at IV Antibiotics in the ER without reaching a discharge pathway.,,release_b,2.0,,0.33662155270576477
V0008,release_a,This narrative results in a standard discharge captured as Release A after admission to NC.,7.0,release_b,2.0,0.36371123790740967,0.3369273245334625
V0009,,This narrative ends at IV Antibiotics in the ER and does not reach a discharge pathway.,,release_a,2.0,,0.3448009192943573
V0010,,This narrative terminates at ER Sepsis Triage and does not reach a discharge pathway.,,release_a,2.0,,0.3493982255458832
V0011,,This narrative concludes with IV Antibiotics in the ER and does not reach a discharge pathway.,,release_b,2.0,,0.3334716260433197
V0012,,This narrative ends with IV Antibiotics in the ER without a discharge event.,,release_a,2.0,,0.3901524841785431
V0013,,This narrative terminates at Leucocytes testing and does not reach any discharge pathway.,,release_a,3.0,,0.3775876760482788
V0014,release_a,"This narrative concludes with Release A following admission to NC, representing a standard discharge pathway.",8.0,release_b,2.0,0.35956624150276184,0.34107232093811035
V0015,release_a,"This narrative includes admission to NC and ends with Release A, representing the standard discharge pathway.",4.0,release_b,3.0,0.037479717284440994,0.34168222546577454
V0016,release_a,"This narrative leads to Release A following hospital admission, realizing the standard discharge pathway.",2.0,release_b,3.0,0.025045499205589294,0.3370905816555023
V0017,,This narrative terminates at ER Sepsis Triage and does not reach a discharge pathway.,,release_a,3.0,,0.3776973485946655
V0018,release_a,"This narrative ends with Release A after hospital admission, matching the standard discharge pathway.",6.0,release_c,3.0,0.3586730659008026,0.34196552634239197
V0019,,This narrative concludes with IV Antibiotics in the ER and lacks a discharge pathway.,,release_a,3.0,,0.34530603885650635
V0020,,This narrative ends at CRP testing in the ER without reaching any discharge pathway.,,release_a,3.0,,0.38946422934532166
V0021,release_a,"Although returning to the ER later, the initial discharge is Release A following admission, realizing the standard discharge pathway.",5.0,release_b,4.0,0.3711993992328644,0.005273167043924332
