variant_id,category_id,rationale,structural_distance_to_category_medoid,nearest_other_category_id,nearest_other_category_structural_distance,profile_distance_to_category_medoid,nearest_other_category_profile_distance
V0001,referred_to_collections,The narrative ends with Send for Credit Collection after the standard fine process without a settlement or dispute.,2.0,single_payment_settlement,1.0,0.017405163496732712,0.33374977111816406
V0002,single_payment_settlement,The fine is created and immediately settled with a single Payment with no dispute or collections.,4.0,unresolved_other,1.0,0.22967086732387543,0.17887108027935028
V0003,unresolved_other,"The trace ends at Send Fine without any payment, dispute, or collection referral.",0.0,single_payment_settlement,1.0,0.0,0.015334241092205048
V0004,single_payment_settlement,The fine goes through notification and penalty phases and is finally settled with a single Payment.,1.0,referred_to_collections,1.0,0.0051122563891112804,0.0022953625302761793
V0005,installment_settlement,"Multiple payments are observed in the sequence, indicating an installment or partial-payment settlement.",1.0,single_payment_settlement,1.0,0.01986452005803585,0.022674480453133583
V0006,installment_settlement,The fine is settled using multiple payments over time.,2.0,single_payment_settlement,1.0,0.030429942533373833,0.033239901065826416
V0007,single_payment_settlement,The case concludes with a single payment following the fine notification.,3.0,unresolved_other,1.0,0.0722508579492569,0.021451078355312347
V0008,formal_dispute,The offender contests the fine by sending an appeal to the prefecture.,0.0,single_payment_settlement,1.0,0.011704887263476849,0.04900266230106354
V0009,referred_to_collections,"Despite an initial payment, the case ultimately ends up referred to credit collection.",2.0,single_payment_settlement,1.0,0.018745308741927147,0.33508992195129395
V0010,referred_to_collections,The process concludes with a referral to credit collection.,3.0,installment_settlement,1.0,0.022672250866889954,0.3334667682647705
V0011,formal_dispute,The fine is contested through an appeal sent to the prefecture.,2.0,single_payment_settlement,1.0,0.0057556480169296265,0.054951902478933334
V0012,unresolved_other,"An unconventional sequence where payment occurs before sending the fine, leaving the case unresolved regarding final standard outcomes.",1.0,single_payment_settlement,1.0,0.03026524744927883,0.04559949040412903
V0013,single_payment_settlement,"An appeal was filed and resolved, and the case was ultimately closed with a single payment.",3.0,referred_to_collections,1.0,0.008988485671579838,0.00016303516167681664
V0014,single_payment_settlement,"A judge appeal was made, but the case concluded with a final payment.",1.0,installment_settlement,1.0,0.02727600187063217,0.005550093483179808
V0015,formal_dispute,The case involves a formal appeal sent to the prefecture without final payment or collection.,2.0,installment_settlement,1.0,0.03263473138213158,0.028072817251086235
V0016,single_payment_settlement,"Following a formal appeal and its result notification, the fine was settled with a single payment.",3.0,referred_to_collections,1.0,0.016706222668290138,0.00039111418300308287
V0017,referred_to_collections,The case involves a judge appeal and ultimately gets referred to credit collections.,3.0,single_payment_settlement,1.0,0.009527665562927723,0.33523401618003845
V0018,installment_settlement,"Multiple payments are recorded, indicating an installment pattern.",3.0,single_payment_settlement,1.0,0.030182234942913055,0.03299219533801079
V0019,referred_to_collections,"An appeal was processed, but the case ultimately ended up being referred to credit collection.",2.0,single_payment_settlement,1.0,0.0,0.33593234419822693
V0020,referred_to_collections,The case includes an appeal process but ultimately escalates to credit collections.,2.0,single_payment_settlement,1.0,0.011376958340406418,0.3356766998767853
V0021,installment_settlement,"Multiple payments are observed, showing installment settlement behavior.",0.0,referred_to_collections,1.0,0.0183414313942194,0.015531469136476517
V0022,single_payment_settlement,An appeal was handled and resulted in a single final payment.,4.0,referred_to_collections,1.0,0.0001379527966491878,0.002297634957358241
V0023,installment_settlement,"Multiple payments occur throughout the trace, signifying an installment pattern.",4.0,single_payment_settlement,1.0,0.07966388761997223,0.08247385174036026
V0024,installment_settlement,The sequence contains repeated payments indicating an installment settlement.,3.0,single_payment_settlement,1.0,0.0343666598200798,0.037176620215177536
V0025,referred_to_collections,"An appeal was processed, but the trace ends with a referral to credit collection.",2.0,single_payment_settlement,1.0,0.0017929569585248828,0.3341393768787384
V0026,referred_to_collections,"The trace ends with Send for Credit Collection, indicating the case was escalated to external collections.",3.0,installment_settlement,1.0,0.014266159385442734,0.33387914299964905
V0027,formal_dispute,"The offender contested the fine through formal channels, ending with Appeal to Judge.",3.0,single_payment_settlement,1.0,0.345302015542984,0.3346560299396515
V0028,installment_settlement,"Multiple Payment events are observed, showing installment or partial-payment settlement structure without formal disputes.",3.0,single_payment_settlement,1.0,0.05975034460425377,0.0625603049993515
V0029,formal_dispute,The trace contains a formal dispute leading to Appeal to Judge.,2.0,referred_to_collections,1.0,0.3464986979961395,0.3334622085094452
V0030,formal_dispute,"The process involves appealing to the prefecture and concludes with notifying the appeal result, representing a formal dispute.",2.0,single_payment_settlement,1.0,0.3362460136413574,0.010123806074261665
V0031,formal_dispute,The case involves a formal dispute (Appeal to Judge) before eventually being paid.,3.0,single_payment_settlement,1.0,0.3911702334880829,0.0013200849061831832
V0032,formal_dispute,"The trace deals with prefecture appeals, representing a formal dispute process.",2.0,single_payment_settlement,2.0,0.3517422378063202,0.33870574831962585
V0033,formal_dispute,"The trace includes multiple appeal stages before a final payment, establishing a formal dispute.",4.0,single_payment_settlement,1.0,0.37733912467956543,0.000639535894151777
V0034,formal_dispute,"The process is centered around appealing to the prefecture, constituting a formal dispute.",4.0,single_payment_settlement,1.0,0.3352867066860199,0.0054804314859211445
V0035,formal_dispute,"The trace contains appeals to the prefecture and a final Appeal to Judge, representing a formal dispute.",4.0,single_payment_settlement,1.0,0.34048518538475037,0.3336153030395508
V0036,installment_settlement,"Multiple payment transactions are recorded, indicating an installment or partial-payment settlement pattern.",2.0,referred_to_collections,1.0,0.03053930215537548,0.033349260687828064
V0037,formal_dispute,"The trace features an Appeal to Judge and subsequent payments, falling under formal dispute.",3.0,installment_settlement,1.0,0.7325809597969055,0.00041855929885059595
V0038,formal_dispute,The narrative records formal appeal actions to the prefecture.,1.0,single_payment_settlement,1.0,0.33527079224586487,0.3335515260696411
V0039,formal_dispute,"The trace includes an appeal to the prefecture followed by a payment, representing a formal dispute.",2.0,single_payment_settlement,1.0,0.3577728569507599,5.510637038241839e-06
V0040,referred_to_collections,"After an appeal, the case was ultimately referred to external credit collections.",2.0,formal_dispute,1.0,0.009402916766703129,0.33510926365852356
V0041,formal_dispute,"The narrative involves prefecture appeals followed by a payment, realizing a formal dispute.",4.0,referred_to_collections,1.0,0.33658567070961,0.0017474755877628922
V0042,formal_dispute,The process includes an appeal to the prefecture and concludes with a payment after the dispute.,2.0,single_payment_settlement,1.0,0.34678778052330017,0.00016303516167681664
V0043,referred_to_collections,The trace ends with Send for Credit Collection after a payment attempt and penalty.,3.0,installment_settlement,1.0,0.020344438031315804,0.33488819003105164
V0044,installment_settlement,"Multiple payment events are observed, constituting an installment or partial-payment settlement.",2.0,formal_dispute,1.0,0.019093411043286324,0.021903373301029205
V0045,installment_settlement,"Several repeated payments occur over time, realizing an installment or partial-payment settlement.",1.0,referred_to_collections,1.0,0.02592480182647705,0.014119935221970081
V0046,formal_dispute,The trace consists of formal appeal actions directed to the prefecture.,3.0,single_payment_settlement,1.0,0.3417385518550873,0.004631295334547758
V0047,formal_dispute,The narrative contains a formal appeal process ending with an Appeal to Judge.,5.0,single_payment_settlement,1.0,0.3444582223892212,0.33453771471977234
V0048,installment_settlement,"Multiple payment transactions are recorded, indicating an installment settlement structure.",4.0,single_payment_settlement,1.0,0.06476937979459763,0.06757934391498566
V0049,formal_dispute,"The trace includes prefecture appeal steps before a final payment, marking a formal dispute.",4.0,single_payment_settlement,1.0,0.35108497738838196,0.00022560743673238903
V0050,formal_dispute,"The process includes appeal actions to the prefecture prior to payment, realizing a formal dispute.",3.0,single_payment_settlement,1.0,0.33609816431999207,0.0022350053768604994
V0051,referred_to_collections,The narrative ends with sending the fine for credit collection after an appeal process.,3.0,formal_dispute,1.0,0.00021177421149332076,0.33572056889533997
V0052,formal_dispute,"The narrative shows a formal appeal process to the prefecture with an outcome of sending the appeal, leaving it as a formal dispute.",2.0,single_payment_settlement,1.0,0.07417158782482147,0.016582997515797615
V0053,formal_dispute,"Involves lodging a formal appeal to the prefecture despite an interim payment, culminating in the appeal process.",1.0,installment_settlement,2.0,0.01750011183321476,0.04320743680000305
V0054,single_payment_settlement,"The fine is eventually settled with a single payment on record, without formal disputes or collections.",0.0,installment_settlement,1.0,0.005819582846015692,0.0009903287282213569
V0055,formal_dispute,The trace is centered on a formal dispute channel (Send Appeal to Prefecture) as its final activity.,2.0,referred_to_collections,2.0,0.10526154190301895,0.0027148013468831778
V0056,single_payment_settlement,"Despite a long appeal process, the case ultimately ends in a single payment settling the fine.",4.0,formal_dispute,1.0,0.022365443408489227,0.000639535894151777
V0057,referred_to_collections,The case involves an appeal and subsequently ends with being sent to credit collections.,2.0,formal_dispute,1.0,0.3747650682926178,0.001717108185403049
V0058,formal_dispute,The trace involves a formal dispute process concluding with receiving the result of the appeal.,3.0,single_payment_settlement,1.0,0.34470924735069275,0.3347887694835663
V0059,referred_to_collections,The case goes through appeal steps and ultimately gets referred to external collections.,2.0,formal_dispute,1.0,0.35754331946372986,0.009126193821430206
V0060,installment_settlement,"The variant contains multiple repeat payments over time, realizing an installment or partial-payment settlement.",3.0,referred_to_collections,1.0,0.024560725316405296,0.02737068571150303
