2026-09-04 16:33:52,983 [INFO] goalcat: Run environment: host=Mac-Daniel.local, platform=macOS-26.6.2-arm64-arm-64bit-Mach-O, python=3.14.6, cpu_count=8, total_ram_gib=8.0
2026-09-04 16:33:52,983 [INFO] goalcat: ICPM 2027 condition run starting: run_id=icpm2027_e1_guided_rep3, steps=[5, 6], taxonomy_mode=intent_guided, goal_model=bpic2019_goal_model.jucm
2026-09-04 16:33:52,985 [INFO] goalcat: Step 5a (intent-guided taxonomy induction) started for log: /Users/danielcalegari/vsc-workspace/GoalCat/data/logs/bpic2019.xes.gz
2026-09-04 16:33:52,985 [INFO] goalcat: Loading narrative sample from existing run directory: /Users/danielcalegari/vsc-workspace/GoalCat/data/output/bpic2019/icpm2027_e1_guided_rep3/04_sampling/narrative_sample.csv
2026-09-04 16:33:52,990 [INFO] goalcat: Inducing taxonomy from 35 sampled narratives against goal model: /Users/danielcalegari/vsc-workspace/GoalCat/data/goals/bpic2019_goal_model.jucm
2026-09-04 16:33:59,190 [INFO] goalcat: LLM structured call ok (backend=remote, model=gemini/gemini-3.5-flash-lite, prompt_hash=b815fae7eed80ba5, latency=4.85s)
2026-09-04 16:33:59,192 [INFO] goalcat: Induced 4 categories: matched_after_gr, matched_before_gr, matched_2way, consignment_consumption
2026-09-04 16:33:59,201 [INFO] goalcat: Taxonomy grounding check: no problems found.
2026-09-04 16:33:59,201 [INFO] goalcat: Axis partition check: 4 categories partition the declared axis (5, 6, 7, 13).
2026-09-04 16:33:59,203 [INFO] goalcat: Saved taxonomy to: /Users/danielcalegari/vsc-workspace/GoalCat/data/output/bpic2019/icpm2027_e1_guided_rep3/round1/05_taxonomy/taxonomy.json
2026-09-04 16:33:59,203 [INFO] goalcat: Step 5a complete.
2026-09-04 16:33:59,203 [INFO] goalcat: Peak RSS after Step 5a: 389.8 MiB
2026-09-04 16:33:59,205 [INFO] goalcat: Step 6 (narrative assignment) started for log: /Users/danielcalegari/vsc-workspace/GoalCat/data/logs/bpic2019.xes.gz
2026-09-04 16:33:59,205 [INFO] goalcat: Loading profiles/narratives from existing run directory: /Users/danielcalegari/vsc-workspace/GoalCat/data/output/bpic2019/icpm2027_e1_guided_rep3
2026-09-04 16:33:59,671 [INFO] goalcat: Loading taxonomy from: /Users/danielcalegari/vsc-workspace/GoalCat/data/output/bpic2019/icpm2027_e1_guided_rep3/round1/05_taxonomy/taxonomy.json
2026-09-04 16:33:59,684 [INFO] goalcat: Assigning 11973 narratives against 4 categories (model=gemini/gemini-3.5-flash-lite, batch_size=25, concurrency=5)
2026-09-04 16:34:04,172 [INFO] goalcat: LLM structured call ok (backend=remote, model=gemini/gemini-3.5-flash-lite, prompt_hash=4b3ce99906a637d7, latency=4.22s)
2026-09-04 16:34:04,582 [INFO] goalcat: LLM structured call ok (backend=remote, model=gemini/gemini-3.5-flash-lite, prompt_hash=34f3fe9cb99ea87d, latency=4.63s)
2026-09-04 16:34:04,890 [INFO] goalcat: LLM structured call ok (backend=remote, model=gemini/gemini-3.5-flash-lite, prompt_hash=6f359184d2eccd3b, latency=4.94s)
2026-09-04 16:34:04,971 [INFO] goalcat: LLM structured call ok (backend=remote, model=gemini/gemini-3.5-flash-lite, prompt_hash=47211c686072c330, latency=5.02s)
2026-09-04 16:34:05,438 [INFO] goalcat: LLM structured call ok (backend=remote, model=gemini/gemini-3.5-flash-lite, prompt_hash=f14f67016e5ca383, latency=5.49s)
2026-09-04 16:34:08,577 [INFO] goalcat: LLM structured call ok (backend=remote, model=gemini/gemini-3.5-flash-lite, prompt_hash=5539df150de8f635, latency=4.40s)
2026-09-04 16:34:08,667 [INFO] goalcat: LLM structured call ok (backend=remote, model=gemini/gemini-3.5-flash-lite, prompt_hash=b90a0fc2bb4a6bb3, latency=3.78s)
2026-09-04 16:34:08,754 [INFO] goalcat: LLM structured call ok (backend=remote, model=gemini/gemini-3.5-flash-lite, prompt_hash=e29e431f91c502c5, latency=3.78s)
2026-09-04 16:34:09,393 [INFO] goalcat: LLM structured call ok (backend=remote, model=gemini/gemini-3.5-flash-lite, prompt_hash=76697e06b908abbd, latency=4.81s)
2026-09-04 16:34:09,572 [INFO] goalcat: LLM structured call ok (backend=remote, model=gemini/gemini-3.5-flash-lite, prompt_hash=065d2a27cb572f70, latency=4.13s)
2026-09-04 16:34:13,087 [INFO] goalcat: LLM structured call ok (backend=remote, model=gemini/gemini-3.5-flash-lite, prompt_hash=86b0bd121b02a469, latency=4.33s)
2026-09-04 16:34:13,090 [INFO] goalcat: LLM structured call ok (backend=remote, model=gemini/gemini-3.5-flash-lite, prompt_hash=ce8f20fed905d7cf, latency=4.51s)
2026-09-04 16:34:13,669 [INFO] goalcat: LLM structured call ok (backend=remote, model=gemini/gemini-3.5-flash-lite, prompt_hash=e316bfd77483b2b3, latency=4.28s)
2026-09-04 16:34:13,946 [INFO] goalcat: LLM structured call ok (backend=remote, model=gemini/gemini-3.5-flash-lite, prompt_hash=08ca1d291494d10b, latency=5.28s)
2026-09-04 16:34:14,720 [INFO] goalcat: LLM structured call ok (backend=remote, model=gemini/gemini-3.5-flash-lite, prompt_hash=607ef8268e57e276, latency=5.15s)
2026-09-04 16:34:17,390 [INFO] goalcat: LLM structured call ok (backend=remote, model=gemini/gemini-3.5-flash-lite, prompt_hash=d9497cee78746272, latency=4.30s)
2026-09-04 16:34:17,851 [INFO] goalcat: LLM structured call ok (backend=remote, model=gemini/gemini-3.5-flash-lite, prompt_hash=3e27b56679596bb8, latency=4.76s)
2026-09-04 16:34:17,917 [INFO] goalcat: LLM structured call ok (backend=remote, model=gemini/gemini-3.5-flash-lite, prompt_hash=ad0d4a4b72d527b9, latency=4.25s)
2026-09-04 16:34:18,453 [INFO] goalcat: LLM structured call ok (backend=remote, model=gemini/gemini-3.5-flash-lite, prompt_hash=664bdae2f5bfbe30, latency=4.51s)
2026-09-04 16:34:19,119 [INFO] goalcat: LLM structured call ok (backend=remote, model=gemini/gemini-3.5-flash-lite, prompt_hash=43dfbfed15ff694e, latency=4.40s)
2026-09-04 16:34:21,758 [INFO] goalcat: LLM structured call ok (backend=remote, model=gemini/gemini-3.5-flash-lite, prompt_hash=8b7731155b1b3b83, latency=3.91s)
2026-09-04 16:34:21,785 [INFO] goalcat: LLM structured call ok (backend=remote, model=gemini/gemini-3.5-flash-lite, prompt_hash=e39afcdc9c3f6a4f, latency=4.39s)
2026-09-04 16:34:22,400 [INFO] goalcat: LLM structured call ok (backend=remote, model=gemini/gemini-3.5-flash-lite, prompt_hash=b5d0f7fe01284d9b, latency=4.48s)
2026-09-04 16:34:22,522 [INFO] goalcat: LLM structured call ok (backend=remote, model=gemini/gemini-3.5-flash-lite, prompt_hash=7bbd52fbc60d8e22, latency=4.07s)
2026-09-04 16:34:23,423 [INFO] goalcat: LLM structured call ok (backend=remote, model=gemini/gemini-3.5-flash-lite, prompt_hash=fa789ea1e54be3b9, latency=4.30s)
2026-09-04 16:34:25,781 [INFO] goalcat: LLM structured call ok (backend=remote, model=gemini/gemini-3.5-flash-lite, prompt_hash=c2638bde9d67aff8, latency=4.02s)
2026-09-04 16:34:26,650 [INFO] goalcat: LLM structured call ok (backend=remote, model=gemini/gemini-3.5-flash-lite, prompt_hash=3e0a5029d64c9cc0, latency=4.86s)
2026-09-04 16:34:26,653 [INFO] goalcat: LLM structured call ok (backend=remote, model=gemini/gemini-3.5-flash-lite, prompt_hash=15ca12c637d7663e, latency=4.25s)
2026-09-04 16:34:28,373 [INFO] goalcat: LLM structured call ok (backend=remote, model=gemini/gemini-3.5-flash-lite, prompt_hash=2db772bf6df2e2da, latency=5.85s)
2026-09-04 16:34:28,380 [INFO] goalcat: LLM structured call ok (backend=remote, model=gemini/gemini-3.5-flash-lite, prompt_hash=665a15832bc48028, latency=4.96s)
2026-09-04 16:34:29,998 [INFO] goalcat: LLM structured call ok (backend=remote, model=gemini/gemini-3.5-flash-lite, prompt_hash=5cd3ef2ad08d71f8, latency=4.22s)
2026-09-04 16:34:32,321 [INFO] goalcat: LLM structured call ok (backend=remote, model=gemini/gemini-3.5-flash-lite, prompt_hash=6164b566b8b0153e, latency=3.94s)
2026-09-04 16:34:32,341 [INFO] goalcat: LLM structured call ok (backend=remote, model=gemini/gemini-3.5-flash-lite, prompt_hash=34ef6338241f7eaa, latency=5.69s)
2026-09-04 16:34:32,420 [INFO] goalcat: LLM structured call ok (backend=remote, model=gemini/gemini-3.5-flash-lite, prompt_hash=0f772962b69f702b, latency=4.05s)
2026-09-04 16:34:32,832 [INFO] goalcat: LLM structured call ok (backend=remote, model=gemini/gemini-3.5-flash-lite, prompt_hash=60b24fb5a60a1ec1, latency=6.18s)
2026-09-04 16:34:34,277 [INFO] goalcat: LLM structured call ok (backend=remote, model=gemini/gemini-3.5-flash-lite, prompt_hash=cb8a37541d406313, latency=4.28s)
2026-09-04 16:34:36,519 [INFO] goalcat: LLM structured call ok (backend=remote, model=gemini/gemini-3.5-flash-lite, prompt_hash=daa940c04a7d5e8c, latency=4.20s)
2026-09-04 16:34:36,724 [INFO] goalcat: LLM structured call ok (backend=remote, model=gemini/gemini-3.5-flash-lite, prompt_hash=7a8117ee515d81e8, latency=3.89s)
2026-09-04 16:34:36,725 [WARNING] goalcat: Assignment batch response returned unexpected variant_id E1000 — discarded
2026-09-04 16:34:36,725 [WARNING] goalcat: Assignment batch response missing 1/25 narratives, will remain pending: ['V1000']
2026-09-04 16:34:36,741 [INFO] goalcat: LLM structured call ok (backend=remote, model=gemini/gemini-3.5-flash-lite, prompt_hash=a29b780f624d6c6e, latency=4.40s)
2026-09-04 16:34:36,775 [INFO] goalcat: LLM structured call ok (backend=remote, model=gemini/gemini-3.5-flash-lite, prompt_hash=baf71d5fa910c56e, latency=4.35s)
2026-09-04 16:34:38,797 [INFO] goalcat: LLM structured call ok (backend=remote, model=gemini/gemini-3.5-flash-lite, prompt_hash=13f8d46fe33db048, latency=4.52s)
2026-09-04 16:34:40,553 [INFO] goalcat: LLM structured call ok (backend=remote, model=gemini/gemini-3.5-flash-lite, prompt_hash=1150235e17a3942f, latency=3.81s)
2026-09-04 16:34:40,857 [INFO] goalcat: LLM structured call ok (backend=remote, model=gemini/gemini-3.5-flash-lite, prompt_hash=0c41d15c479411c9, latency=4.34s)
2026-09-04 16:34:40,897 [INFO] goalcat: LLM structured call ok (backend=remote, model=gemini/gemini-3.5-flash-lite, prompt_hash=620f839ec01e3220, latency=4.17s)
2026-09-04 16:34:40,904 [INFO] goalcat: LLM structured call ok (backend=remote, model=gemini/gemini-3.5-flash-lite, prompt_hash=0aef77df5992bced, latency=4.13s)
2026-09-04 16:34:42,989 [INFO] goalcat: LLM structured call ok (backend=remote, model=gemini/gemini-3.5-flash-lite, prompt_hash=bcca5b70937a3bcb, latency=4.19s)
2026-09-04 16:34:44,798 [INFO] goalcat: LLM structured call ok (backend=remote, model=gemini/gemini-3.5-flash-lite, prompt_hash=74ec853508b111ae, latency=4.24s)
2026-09-04 16:34:45,169 [INFO] goalcat: LLM structured call ok (backend=remote, model=gemini/gemini-3.5-flash-lite, prompt_hash=bcd8df7f00b5e36c, latency=4.26s)
2026-09-04 16:34:45,332 [INFO] goalcat: LLM structured call ok (backend=remote, model=gemini/gemini-3.5-flash-lite, prompt_hash=d1b65c412f341942, latency=4.43s)
2026-09-04 16:34:45,694 [INFO] goalcat: LLM structured call ok (backend=remote, model=gemini/gemini-3.5-flash-lite, prompt_hash=10616e3930da4c0a, latency=4.84s)
2026-09-04 16:34:47,077 [INFO] goalcat: LLM structured call ok (backend=remote, model=gemini/gemini-3.5-flash-lite, prompt_hash=14b9acfcef5a310c, latency=4.09s)
2026-09-04 16:34:48,852 [INFO] goalcat: LLM structured call ok (backend=remote, model=gemini/gemini-3.5-flash-lite, prompt_hash=6010d32a86a213ab, latency=4.05s)
2026-09-04 16:34:49,420 [INFO] goalcat: LLM structured call ok (backend=remote, model=gemini/gemini-3.5-flash-lite, prompt_hash=6601f9945dabd829, latency=4.09s)
2026-09-04 16:34:50,001 [INFO] goalcat: LLM structured call ok (backend=remote, model=gemini/gemini-3.5-flash-lite, prompt_hash=0f82856369aafd7d, latency=4.31s)
2026-09-04 16:34:50,005 [INFO] goalcat: LLM structured call ok (backend=remote, model=gemini/gemini-3.5-flash-lite, prompt_hash=102fa6c2ef176325, latency=4.83s)
2026-09-04 16:34:50,969 [INFO] goalcat: LLM structured call ok (backend=remote, model=gemini/gemini-3.5-flash-lite, prompt_hash=a9444b3e70b710a5, latency=3.89s)
2026-09-04 16:34:53,228 [INFO] goalcat: LLM structured call ok (backend=remote, model=gemini/gemini-3.5-flash-lite, prompt_hash=d217323ab9413d69, latency=4.37s)
2026-09-04 16:34:53,838 [INFO] goalcat: LLM structured call ok (backend=remote, model=gemini/gemini-3.5-flash-lite, prompt_hash=5505e50f058e9f88, latency=3.83s)
2026-09-04 16:34:53,869 [INFO] goalcat: LLM structured call ok (backend=remote, model=gemini/gemini-3.5-flash-lite, prompt_hash=a071fd88b70fb2e3, latency=4.45s)
2026-09-04 16:34:54,160 [INFO] goalcat: LLM structured call ok (backend=remote, model=gemini/gemini-3.5-flash-lite, prompt_hash=def41449db3141ca, latency=4.16s)
2026-09-04 16:34:55,465 [INFO] goalcat: LLM structured call ok (backend=remote, model=gemini/gemini-3.5-flash-lite, prompt_hash=3411a896daa6e745, latency=4.50s)
2026-09-04 16:34:57,214 [INFO] goalcat: LLM structured call ok (backend=remote, model=gemini/gemini-3.5-flash-lite, prompt_hash=73a2e21e543aa16a, latency=3.99s)
2026-09-04 16:34:57,684 [INFO] goalcat: LLM structured call ok (backend=remote, model=gemini/gemini-3.5-flash-lite, prompt_hash=5a0eaa6dc18282ff, latency=3.81s)
2026-09-04 16:34:57,828 [INFO] goalcat: LLM structured call ok (backend=remote, model=gemini/gemini-3.5-flash-lite, prompt_hash=dbea4cb0c802fd3b, latency=3.99s)
2026-09-04 16:34:58,708 [INFO] goalcat: LLM structured call ok (backend=remote, model=gemini/gemini-3.5-flash-lite, prompt_hash=aa4054c70e8ea08d, latency=4.55s)
2026-09-04 16:34:59,365 [INFO] goalcat: LLM structured call ok (backend=remote, model=gemini/gemini-3.5-flash-lite, prompt_hash=af977ec051e5cca1, latency=3.90s)
2026-09-04 16:35:01,413 [INFO] goalcat: LLM structured call ok (backend=remote, model=gemini/gemini-3.5-flash-lite, prompt_hash=483652491837f280, latency=4.20s)
2026-09-04 16:35:01,719 [INFO] goalcat: LLM structured call ok (backend=remote, model=gemini/gemini-3.5-flash-lite, prompt_hash=70f23a8e66febabb, latency=4.03s)
2026-09-04 16:35:02,595 [INFO] goalcat: LLM structured call ok (backend=remote, model=gemini/gemini-3.5-flash-lite, prompt_hash=70f5b92950a0b86d, latency=4.77s)
2026-09-04 16:35:03,259 [INFO] goalcat: LLM structured call ok (backend=remote, model=gemini/gemini-3.5-flash-lite, prompt_hash=4000feb277076994, latency=4.55s)
2026-09-04 16:35:03,612 [INFO] goalcat: LLM structured call ok (backend=remote, model=gemini/gemini-3.5-flash-lite, prompt_hash=7440ffb83581b9b0, latency=4.25s)
2026-09-04 16:35:05,714 [INFO] goalcat: LLM structured call ok (backend=remote, model=gemini/gemini-3.5-flash-lite, prompt_hash=784d42ffc27f7e2f, latency=3.99s)
2026-09-04 16:35:05,717 [INFO] goalcat: LLM structured call ok (backend=remote, model=gemini/gemini-3.5-flash-lite, prompt_hash=7266a16f8fb353f2, latency=4.30s)
2026-09-04 16:35:06,900 [INFO] goalcat: LLM structured call ok (backend=remote, model=gemini/gemini-3.5-flash-lite, prompt_hash=855824f36278016b, latency=4.30s)
2026-09-04 16:35:07,660 [INFO] goalcat: LLM structured call ok (backend=remote, model=gemini/gemini-3.5-flash-lite, prompt_hash=ff19ba3f60168ea7, latency=4.05s)
2026-09-04 16:35:07,967 [INFO] goalcat: LLM structured call ok (backend=remote, model=gemini/gemini-3.5-flash-lite, prompt_hash=d77684196ec371fa, latency=4.71s)
2026-09-04 16:35:09,809 [INFO] goalcat: LLM structured call ok (backend=remote, model=gemini/gemini-3.5-flash-lite, prompt_hash=d177af6ed4ccef71, latency=4.09s)
2026-09-04 16:35:10,594 [INFO] goalcat: LLM structured call ok (backend=remote, model=gemini/gemini-3.5-flash-lite, prompt_hash=9c4a1f71b6db4ce6, latency=4.88s)
