variant_id,category_id,rationale,structural_distance_to_category_medoid,nearest_other_category_id,nearest_other_category_structural_distance,profile_distance_to_category_medoid,nearest_other_category_profile_distance
V0001,,This variant ends at ER Sepsis Triage and does not reach an admission ward or discharge pathway.,,admission_ward_pathway,2.0,,0.3891150653362274
V0002,,This variant terminates at CRP testing without proceeding to admission or discharge.,,admission_ward_pathway,1.0,,0.37631967663764954
V0003,,This variant terminates at Leucocytes testing without reaching ward admission or discharge.,,admission_ward_pathway,2.0,,0.3832360804080963
V0004,,This variant ends with IV Antibiotics and does not involve ward admission or release choices.,,admission_ward_pathway,1.0,,0.0398164764046669
V0005,,This variant ends at LacticAcid testing without admission or discharge activities.,,admission_ward_pathway,1.0,,0.37761950492858887
V0006,,This variant terminates at IV Antibiotics without proceeding to ward admission or discharge.,,discharge_release_pathway,2.0,,0.017360536381602287
V0007,,This variant ends at IV Antibiotics and does not include admission or release actions.,,admission_ward_pathway,1.0,,0.010318686254322529
V0008,admission_ward_pathway,"Includes Admission NC, representing the choice of normal care ward admission.",7.0,discharge_release_pathway,1.0,0.36371123790740967,0.0017786488169804215
V0009,,Terminates at IV Antibiotics without admission or discharge pathways.,,admission_ward_pathway,2.0,,0.02844727225601673
V0010,,Ends at ER Sepsis Triage without reaching admission or discharge.,,admission_ward_pathway,2.0,,0.3388270139694214
V0011,,Ends at IV Antibiotics without reaching ward admission or discharge.,,admission_ward_pathway,1.0,,0.013468634337186813
V0012,,Ends at IV Antibiotics without admission or discharge actions.,,admission_ward_pathway,2.0,,0.07379884272813797
V0013,,Terminates at Leucocytes testing without admission or discharge.,,admission_ward_pathway,3.0,,0.367016464471817
V0014,admission_ward_pathway,"Includes Admission NC, which realizes the admission ward pathway choice.",6.0,discharge_release_pathway,2.0,0.35956624150276184,0.002308000810444355
V0015,admission_ward_pathway,"Includes Admission NC, representing the normal care ward admission choice.",5.0,discharge_release_pathway,2.0,0.037479717284440994,0.001538728945888579
V0016,admission_ward_pathway,"Includes Admission NC, realizing the admission ward pathway.",5.0,discharge_release_pathway,1.0,0.025045499205589294,6.932452379260212e-05
V0017,,Terminates at ER Sepsis Triage without reaching admission or discharge.,,admission_ward_pathway,2.0,,0.36712613701820374
V0018,admission_ward_pathway,"Includes Admission NC, realizing the admission ward pathway.",7.0,discharge_release_pathway,2.0,0.3586730659008026,0.0014147924957796931
V0019,,Ends at IV Antibiotics without admission or discharge pathways.,,admission_ward_pathway,3.0,,0.028952397406101227
V0020,,Terminates at CRP without admission or discharge actions.,,admission_ward_pathway,3.0,,0.3788929879665375
V0021,discharge_release_pathway,"Contains Release A, realizing one of the discharge release options.",5.0,admission_ward_pathway,1.0,0.36844325065612793,0.0006289064767770469
V0022,admission_ward_pathway,"Includes Admission NC, realizing the admission ward pathway.",6.0,discharge_release_pathway,2.0,0.3581312596797943,0.000873001292347908
V0023,discharge_release_pathway,"Contains Release A, realizing the discharge release pathway.",8.0,admission_ward_pathway,3.0,0.3730551302433014,0.00020539744582492858
V0024,admission_ward_pathway,"Ends with Admission NC, realizing the admission ward pathway.",7.0,discharge_release_pathway,3.0,0.7959397435188293,0.3410704433917999
V0025,,Terminates at IV Antibiotics without admission or discharge.,,discharge_release_pathway,2.0,,0.01594679243862629
V0026,discharge_release_pathway,"Contains Release A, realizing the discharge release pathway.",4.0,admission_ward_pathway,2.0,0.5153825283050537,0.04577702283859253
V0027,,Terminates at IV Antibiotics without admission or discharge.,,admission_ward_pathway,3.0,,0.011120502837002277
V0028,discharge_release_pathway,"Contains Release A, realizing the discharge release pathway.",5.0,admission_ward_pathway,1.0,0.40031981468200684,0.0006431698566302657
V0029,,Terminates at Leucocytes without admission or discharge.,,admission_ward_pathway,2.0,,0.36965814232826233
V0030,discharge_release_pathway,"Contains Release A, realizing the discharge release pathway.",4.0,admission_ward_pathway,2.0,0.029131436720490456,0.00013509762356989086
V0031,,Terminates at LacticAcid without admission or discharge.,,admission_ward_pathway,3.0,,0.3540477454662323
V0032,discharge_release_pathway,"Contains Release A, realizing the discharge release pathway.",4.0,admission_ward_pathway,1.0,0.34879347681999207,7.097923662513494e-05
V0033,discharge_release_pathway,"Contains Release A, realizing the discharge release pathway.",6.0,admission_ward_pathway,2.0,0.5839659571647644,0.01240634173154831
V0034,,Terminates at IV Liquid without admission or discharge.,,admission_ward_pathway,2.0,,0.016784977167844772
V0035,discharge_release_pathway,"Contains Release A, realizing the discharge release pathway.",1.0,admission_ward_pathway,2.0,0.007078610826283693,9.696097549749538e-05
V0036,,Terminates at CRP without admission or discharge.,,admission_ward_pathway,3.0,,0.38420066237449646
V0037,discharge_release_pathway,"Contains Release B, realizing one of the discharge release options.",7.0,admission_ward_pathway,2.0,0.7033947110176086,0.0065433369018137455
V0038,,Terminates at IV Antibiotics without admission or discharge.,,admission_ward_pathway,3.0,,0.012487771920859814
V0039,discharge_release_pathway,"Contains Release A, realizing the discharge release pathway.",4.0,admission_ward_pathway,2.0,0.1192798987030983,0.000981189077720046
