variant_id,category_id,rationale,structural_distance_to_category_medoid,nearest_other_category_id,nearest_other_category_structural_distance,profile_distance_to_category_medoid,nearest_other_category_profile_distance
V0001,coercive_credit_collection,"The case ends with Send for Credit Collection, which corresponds directly to the coercive credit collection category.",2.0,delinquent_payment,1.0,0.015612207353115082,0.02222169004380703
V0002,timely_payment,"The case is resolved quickly via Payment immediately following fine creation, representing a timely payment.",1.0,delinquent_payment,2.0,0.4847702980041504,0.15407751500606537
V0003,,"The case only reaches Send Fine and remains open or unclosed in this variant sequence, so it does not fit any of the resolution categories.",,timely_payment,1.0,,0.015334241092205048
V0004,delinquent_payment,"Payment occurs after fine notification and penalty addition, indicating a delinquent payment resolved post-notification.",1.0,coercive_credit_collection,1.0,0.3394159972667694,0.0022953625302761793
V0005,delinquent_payment,"Payment happens after notification and penalty addition with repeated payments, fitting delinquent payment resolution.",0.0,coercive_credit_collection,1.0,0.01746414788067341,0.0035808782558888197
V0006,delinquent_payment,"Payments occur after notification and penalty, aligning with delinquent payment resolution.",2.0,coercive_credit_collection,1.0,0.02802956849336624,0.005869216751307249
V0007,timely_payment,"Payment occurs shortly after fine dispatch without notification or penalties, fitting timely payment.",1.0,delinquent_payment,1.0,0.33931636810302734,0.00334247131831944
V0008,administrative_appeal,"The process involves an appeal to the Prefecture, routing the case through the administrative appeal workflow.",2.0,delinquent_payment,1.0,0.3506118953227997,0.03312566503882408
V0009,coercive_credit_collection,"Despite an intermediate payment, the case ultimately terminates by being sent for coercive credit collection.",2.0,delinquent_payment,1.0,0.016952350735664368,0.023561833426356316
V0010,coercive_credit_collection,"The process concludes with Send for Credit Collection after notification, penalties, and payment attempts.",3.0,delinquent_payment,1.0,0.020879292860627174,0.027488775551319122
V0011,administrative_appeal,"The case incorporates an appeal to the Prefecture, fulfilling the administrative appeal category.",3.0,delinquent_payment,1.0,0.3446626365184784,0.03907490521669388
V0012,,"The process sequence concludes with Send Fine after a payment, leaving the final case resolution ambiguous or incomplete under the defined taxonomy categories.",,timely_payment,1.0,,0.04559949040412903
V0013,administrative_appeal,The process includes an administrative appeal to the Prefecture followed by appeal results and final payment.,2.0,coercive_credit_collection,1.0,0.007717736065387726,0.0031689032912254333
V0014,judicial_appeal,"The narrative features an appeal to the Judge, directly realizing the judicial appeal category.",4.0,delinquent_payment,1.0,0.005550093483179808,0.0032684020698070526
V0015,administrative_appeal,"The process involves submitting an appeal to the Prefecture, aligning with the administrative appeal category.",4.0,judicial_appeal,1.0,0.37154170870780945,0.012195822782814503
V0016,administrative_appeal,"The case goes through an administrative appeal to the Prefecture, receives the result, and results in payment.",2.0,coercive_credit_collection,1.0,0.0,0.00037261247052811086
V0017,judicial_appeal,The process includes an appeal to the Judge and ultimately results in coercive credit collection.,4.0,coercive_credit_collection,1.0,0.3653998374938965,0.00012474872346501797
V0018,delinquent_payment,"Payment is made after fine notification and penalty addition, representing delinquent payment.",2.0,coercive_credit_collection,1.0,0.027781860902905464,0.005621511023491621
V0019,coercive_credit_collection,"Following an administrative appeal process and notification of results, the case is sent for coercive credit collection.",2.0,administrative_appeal,1.0,0.0017929569585248828,0.004816525150090456
V0020,coercive_credit_collection,"After an administrative appeal sequence and penalty, the case concludes via coercive credit collection.",2.0,administrative_appeal,1.0,0.009584001265466213,0.016193483024835587
V0021,delinquent_payment,"Multiple payments occur after notification and penalty addition, fitting delinquent payment resolution.",1.0,coercive_credit_collection,1.0,0.02074180357158184,0.0020457857754081488
V0022,administrative_appeal,"The process includes notification, penalty, an administrative appeal to the Prefecture, appeal results, and final payment.",3.0,coercive_credit_collection,1.0,0.016568269580602646,0.0013636029325425625
V0023,timely_payment,"Payments occur early and quickly following fine dispatch, fitting timely payment resolution.",1.0,judicial_appeal,1.0,0.0,0.011123479343950748
V0024,delinquent_payment,"Payments happen around fine notification and penalty addition, representing delinquent payment resolution.",2.0,coercive_credit_collection,1.0,0.03196628764271736,0.009805934503674507
V0025,coercive_credit_collection,"The case goes through notification, penalty, administrative appeal, appeal results, and ends in coercive credit collection.",2.0,administrative_appeal,1.0,0.0,0.006609482225030661
V0026,coercive_credit_collection,"The case ends with Send for Credit Collection, which matches the coercive credit collection category.",3.0,delinquent_payment,1.0,0.012473203241825104,0.01908268593251705
V0027,judicial_appeal,"The case involves an administrative appeal to the Prefecture followed by Appeal to Judge, realizing judicial appeal.",1.0,administrative_appeal,1.0,0.36537042260169983,0.33392608165740967
V0028,delinquent_payment,"Payment occurs after Send Fine and Insert Fine Notification, which represents delinquent payment.",2.0,timely_payment,1.0,0.05734996870160103,0.0050190407782793045
V0029,judicial_appeal,The narrative concludes with Appeal to Judge after fine notifications and penalties.,3.0,coercive_credit_collection,1.0,0.3905044496059418,0.3334622085094452
V0030,administrative_appeal,The process involves an administrative appeal to the Prefecture ending at Notify Result Appeal to Offender.,2.0,coercive_credit_collection,1.0,0.3418196439743042,0.008482392877340317
V0031,judicial_appeal,The process includes an Appeal to Judge before eventually resulting in Payment.,4.0,delinquent_payment,1.0,0.013831122778356075,0.005012627691030502
V0032,administrative_appeal,The narrative follows the administrative appeal path ending at Receive Result Appeal from Prefecture.,2.0,judicial_appeal,1.0,0.35731589794158936,0.33857688307762146
V0033,judicial_appeal,The narrative includes both administrative appeal steps and an Appeal to Judge before final payment.,2.0,administrative_appeal,1.0,0.0,0.004574260208755732
V0034,administrative_appeal,The case involves an administrative appeal to the Prefecture concluding with Notify Result Appeal to Offender.,3.0,coercive_credit_collection,1.0,0.33695361018180847,0.003616329049691558
V0035,judicial_appeal,The case includes an administrative appeal path and culminates in an Appeal to Judge.,1.0,administrative_appeal,1.0,0.37018725275993347,0.3336153030395508
V0036,delinquent_payment,"Payments occur after fine notification and penalty additions, fitting delinquent payment.",2.0,coercive_credit_collection,1.0,0.02813892811536789,0.005978575441986322
V0037,judicial_appeal,The narrative contains an Appeal to Judge followed by payments.,4.0,delinquent_payment,1.0,0.3552418053150177,0.00041855929885059595
V0038,administrative_appeal,The process follows the administrative appeal route ending at Receive Result Appeal from Prefecture.,2.0,judicial_appeal,1.0,0.34084442257881165,0.33355966210365295
V0039,administrative_appeal,The narrative includes administrative appeal steps prior to a delinquent payment.,2.0,delinquent_payment,1.0,0.018865903839468956,0.0006572117563337088
V0040,coercive_credit_collection,The case includes an appeal to judge and concludes with Send for Credit Collection.,2.0,judicial_appeal,1.0,0.011195872910320759,0.00012474872346501797
V0041,administrative_appeal,The case follows the administrative appeal path through to notification and subsequent payment.,3.0,coercive_credit_collection,1.0,0.002321308245882392,0.0019301939755678177
V0042,administrative_appeal,The narrative involves an administrative appeal to the Prefecture and ends with payment.,1.0,judicial_appeal,1.0,0.007880770601332188,0.0030058680567890406
V0043,coercive_credit_collection,The case ultimately results in Send for Credit Collection after fine notifications.,3.0,delinquent_payment,1.0,0.018551481887698174,0.025160962715744972
V0044,delinquent_payment,"Payments are made after fine notification and penalty steps, realizing delinquent payment.",1.0,judicial_appeal,1.0,0.01669303886592388,0.002809768309816718
V0045,delinquent_payment,"The narrative consists of fine notifications, penalties, and subsequent payments.",2.0,coercive_credit_collection,1.0,0.028325175866484642,0.0002470270555932075
V0046,administrative_appeal,The narrative details an administrative appeal process ending at Notify Result Appeal to Offender.,2.0,coercive_credit_collection,1.0,0.34731218218803406,0.013974904082715511
V0047,judicial_appeal,The process includes an administrative appeal followed by an Appeal to Judge.,2.0,administrative_appeal,1.0,0.36621418595314026,0.33358433842658997
V0048,timely_payment,"Payment occurs immediately after Create Fine with minimal delay, realizing timely payment.",0.0,delinquent_payment,1.0,0.014894504100084305,0.0037710245233029127
V0049,administrative_appeal,The narrative involves an administrative appeal path culminating in result notifications and payment.,3.0,delinquent_payment,1.0,0.01217799261212349,0.00030102423625066876
V0050,administrative_appeal,The case follows the administrative appeal process before concluding with a payment.,1.0,delinquent_payment,1.0,0.0028088379185646772,0.002417723648250103
V0051,coercive_credit_collection,The case involves an administrative appeal process followed by the addition of a penalty and ultimately ends with sending the uncollected fine for coercive credit collection.,3.0,administrative_appeal,1.0,0.0015811827033758163,0.005028299521654844
V0052,administrative_appeal,"The process explicitly contains steps for an administrative appeal to the Prefecture, preserving due-process rights before concluding with the appeal submission outcome.",4.0,delinquent_payment,1.0,0.4019312858581543,0.016582997515797615
V0053,administrative_appeal,"The narrative features administrative appeal activities directed to the Prefecture, along with penalty additions and a subsequent appeal submission.",3.0,delinquent_payment,2.0,0.3564070761203766,0.027330441400408745
V0054,delinquent_payment,"Payment occurs after fine notification and penalty addition, representing payment made after notification or penalty addition rather than prompt payment.",2.0,administrative_appeal,1.0,0.3381825387477875,0.0010657456004992127
V0055,administrative_appeal,"The case centers around administrative appeal steps directed to the Prefecture, engaging due-process preservation.",4.0,coercive_credit_collection,2.0,0.43302121758461,0.0027148013468831778
V0056,judicial_appeal,"The case progresses through administrative appeal processes and subsequently includes an appeal to the judge, realizing judicial appeal.",2.0,administrative_appeal,1.0,0.000639535894151777,0.005213795695453882
V0057,coercive_credit_collection,"The narrative includes administrative appeal handling, penalty additions, and ultimately results in sending the case for coercive credit collection.",2.0,administrative_appeal,1.0,0.3765580356121063,0.001717108185403049
V0058,administrative_appeal,"The process focuses on administrative appeal processing through the Prefecture, culminating in receiving the result of the appeal.",3.0,delinquent_payment,1.0,0.33913561701774597,0.33358433842658997
V0059,coercive_credit_collection,"The process includes administrative appeal steps, notification, penalty addition, and ultimately terminates with sending the fine for coercive credit collection.",2.0,judicial_appeal,1.0,0.359336256980896,0.009126193821430206
V0060,timely_payment,The case involves prompt payments made following the fine creation and notification without entering lengthy appeal or coercive collection tracks.,4.0,delinquent_payment,1.0,0.05510316416621208,0.00174392678309232
V0061,delinquent_payment,"Payment is made following notification, fine dispatch, and penalty additions, classifying it under delinquent payment.",2.0,administrative_appeal,1.0,0.0011376558104529977,0.0011347323888912797
V0062,administrative_appeal,"The narrative includes administrative appeal activities submitted to the Prefecture along with penalty additions, eventually resulting in payment after appeal initiation.",1.0,delinquent_payment,1.0,0.003469478338956833,0.0030968657229095697
V0063,judicial_appeal,"The case directly escalates to a judicial appeal following fine dispatch, clearly realizing judicial appeal.",5.0,timely_payment,1.0,0.4069651663303375,0.3344395160675049
V0064,delinquent_payment,"Payment occurs after fine notification, penalty addition, and administrative appeal results, fitting the delinquent payment category.",2.0,administrative_appeal,1.0,0.3339005708694458,0.000713976623956114
V0065,administrative_appeal,"The process involves an administrative appeal to the Prefecture, notification of results, and subsequent penalty and payment handling.",3.0,coercive_credit_collection,1.0,0.0005637810099869967,0.00019116856856271625
V0066,administrative_appeal,"The case focuses on administrative appeal processing directed to the Prefecture, preserving due process.",1.0,delinquent_payment,2.0,0.40938806533813477,0.009126193821430206
V0067,coercive_credit_collection,"Payments and penalties occur after notification, but the case ultimately terminates in sending the balance for coercive credit collection.",3.0,delinquent_payment,1.0,0.3478766679763794,0.3334977924823761
V0068,judicial_appeal,The case involves both administrative appeal procedures and an explicit judicial appeal to a judge before concluding with coercive credit collection.,2.0,coercive_credit_collection,1.0,0.3624281883239746,0.00044623573194257915
V0069,judicial_appeal,"The narrative includes administrative appeal steps followed by an appeal to the judge, realizing the judicial appeal category.",2.0,administrative_appeal,1.0,0.3767130672931671,0.333337664604187
V0070,administrative_appeal,The process strictly follows the administrative appeal lifecycle through to notifying the offender of the Prefecture's result.,3.0,coercive_credit_collection,1.0,0.3519434630870819,0.018606198951601982
V0071,coercive_credit_collection,"Despite partial payments after penalties, the case remains unresolved and is sent for coercive credit collection.",2.0,delinquent_payment,1.0,0.3488626778125763,0.33349868655204773
V0072,delinquent_payment,"Multiple payments occur after notification and penalty additions, indicating payment after delinquency actions.",5.0,judicial_appeal,2.0,0.027580605819821358,0.0004975415649823844
V0073,administrative_appeal,The case incorporates an administrative appeal process alongside penalty additions and subsequent payments.,4.0,judicial_appeal,1.0,0.35843542218208313,0.002533257007598877
V0074,judicial_appeal,The process incorporates a judicial appeal (Appeal to Judge) along with penalty additions and eventual coercive credit collection.,4.0,coercive_credit_collection,1.0,0.3606886863708496,0.00037775616510771215
V0075,administrative_appeal,"The case involves an administrative appeal to the Prefecture, receiving and notifying results, and concluding with payment.",1.0,delinquent_payment,1.0,0.014454610645771027,0.000713976623956114
V0076,coercive_credit_collection,"The narrative ends with Send for Credit Collection, matching the category for unresolved or disputed fines sent to coercive collection.",3.0,administrative_appeal,1.0,0.017343608662486076,0.023953089490532875
V0077,,"The narrative ends with Send Fine and lacks final resolution via payment, appeal, or credit collection.",,delinquent_payment,1.0,,0.018020344898104668
V0078,delinquent_payment,"The narrative involves fine notification and penalty addition followed by payment after a delay, matching delinquent payment.",3.0,coercive_credit_collection,1.0,0.0024003733415156603,0.0024032967630773783
V0079,delinquent_payment,"The narrative includes fine notification and added penalty before subsequent payments, realizing delinquent payment.",4.0,judicial_appeal,1.0,0.002128685126081109,0.002131608547642827
V0080,delinquent_payment,"Payment occurs after fine notification and penalty addition, marking this as a delinquent payment.",3.0,coercive_credit_collection,2.0,0.04136648401618004,0.019206134602427483
V0081,delinquent_payment,"Despite an appeal to the judge, the case ultimately resolves through payment following penalty addition, fitting delinquent payment.",4.0,administrative_appeal,1.0,0.33719220757484436,7.54167849663645e-05
V0082,coercive_credit_collection,The case involves both prefecture and judicial appeals but ultimately concludes with Send for Credit Collection.,3.0,judicial_appeal,1.0,0.01656170003116131,0.005241078790277243
